Anime_Id,Anime_Title,Anime_Synopsis,Anime_Genre
10232,Tamayura: Hitotose,"As a little girl, Fuu Sawatari’s father taught her to love photography. They took pictures everywhere they went. But after he passed away, seeing those photographs only served as a reminder of her loss, so she locked them away to be forgotten. Years later, her brother Kou finds their father’s picture album, and as he flips through its pages, the pictures remind Fuu of all the happy memories of her father that she will carry with her forever. 
 
Now, as the shy Fuu enters her first year of high school, she once again takes up her father’s old camera, determined to take wonderful pictures that will bring joy and happiness to others. 
 
(Source: Nozomi Entertainment)","Slice of Life, Comedy, Drama"
33982,Ishiyama-dera Digital Engi Emaki,"The Ishiyama-dera temple in Outsu announced that the temple's Ishiyama-dera engi emaki scrolls will get their first CG anime adaptation as part of a ""Ishiyama-dera Digital engi emaki Project."" The anime will depict the first story in the first scroll, which illustrates the Hira Myoujin deity appearing before temple founder Rōben in the form of an old man, and giving him an oracle to construct the Ishiyama-dera.  
 
The Ishiyama-dera engi emaki are a series of seven scrolls depicting 33 illustrated stories set in and around the temple, including a scene depicting the moment when Murasaki Shikibu allegedly was inspired to write The Tale of Genji while viewing Lake Biwa from the temple. The scrolls are considered an Important Cultural Property, and were first displayed together for the first time in 2012.  
 
(Source: ANN)",Historical
3902,Spotlight,"What would you do for fame? 
 
Saori is cute, perky, and dreams of being a star! Along with the beautiful Yuna and the striking Erica, Saori is part of a new female pop group named Twinkle ? and this hot little group is ready for their big debut! 
 
But this tantalizing trio is about to discover that the music industry is ruthless and demanding of its female artists! First, band manager Masaki decides to give Yuna and Erica a special session in pleasure and pain... Then, as lead singer, it's up to Saori to get the band past Kijima, the shady don of the entertainment business. Using his position to fulfill his wildest desires with all of the hot  
new pop idols, he'll never even consider giving anyone a chance at a big break until after his carnal desires have been satisfied. Saori's mother knows this all too well; to get Twinkle noticed, she's already given in to his erotic demands.  
 
Meanwhile, a rival pop group, the Lovely Ladies, is determined to win Kijima's favor first! They're three buxom starlets, training hard in all of the don's favorite sensual techniques ? and they'll do anything and anyone to win! It's become a race of lust...will Saori give up her body for one chance in the spotlight?","Music, Hentai"
10447,Aquarion Evol,"12,000 years after the events in  Genesis Aquarion , humans live on the star Vega under constant threat of trans-dimensional beings called Abductors. These enemies originate from Vega’s sister star Altair and raid Vega for human life. As a countermeasure, an organization known as Neo-DEAVA formed to combat the Abductors. They pilot advanced mecha suits called Aquaria and are strictly separated by gender. Boys and girls are not allowed contact; they are even restrained from fighting on the same battlefield. However, events take a shocking turn when an advanced Abductor mecha suit joins the fray. Two teenagers, Mikono and Amata, are dragged into the conflict. Unknowingly, Amata performs a taboo when he summons an Aquaria and initializes what is called the Forbidden Union between male and female Aquaria. Neo-DEAVA is shocked, and the repercussions of Amata’s actions are much farther reaching than he realizes. How was he able to summon an Aquaria? Where did he learn to form a Forbidden Union? And why was Mikono also able to pilot the mecha suit?","Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi"
223,Dragon Ball,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime. 
 
They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way. 
 
[Written by MAL Rewrite]","Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
8457,Yozakura Quartet: Hoshi no Umi,"An OVA based on the Hoshi no Umi arc of the manga spanning chapters 26-34.  
 
This arc focuses on Rin Azuma, a Jiang-Shi yokai resident of Sakurashin adjusting to her new life in the city and working for a ramen shop. One day her former friend Zakuro Kurumaki invades Sakurashin to capture Rin and convince her to join her in destroying the city with the other yokai hunters as well as Enjin Hiizumi, the main antagonist of the series. Akina Hiizumi and the other members of the Hiizumi Life Counseling Office take action to save Rin, 'tune' the yokai controlling Zakuro and protect the city. 
 
(Source: ANN) 
","Action, Magic, Comedy, Super Power, Supernatural, Shounen"
2336,Hikaru no Go: New Year Special,New year special. Summary recap. This episode should be seen between episodes 12 and 13.,"Game, Comedy, Supernatural, Shounen"
6073,21 Emon Uchuu e Irasshai!,"The story tells the adventures of the boy, 21 emon, engaged in the management of a hotel belonging to his family for years. In his problems, 21 emons is helped by the robot Gonsuke and the little alien Monga. 
 
(Source: Wikipedia)","Space, Comedy, Sci-Fi"
9869,Din Dong,"A parody of Doraemon. 
 
Din Dong, a common cat which pretends to be magical, accompanies his useless masters and his friends in Hong Kong.","Comedy, Parody"
30659,Nouryou Anime: Denkyuu Ika Matsuri,"Death is the gateway to birth. The deceased crosses the line to join the kingdom of the dead. He sees there the dance of the sperm and the egg. He is drawn towards the sky. This is the path to the afterlife. 
 
(Source: starandshadow.org.uk)","Psychological, Dementia, Horror"
34412,Hashiri Hajimeta bakari no Kimi ni,"Animated music video for ""Hashiri Hajimeta bakari no Kimi ni"", the third single of Bushiroad's BanG Dream! project band Poppin' Party.",Music
12699,Tales of Gekijou,"Tales of Gekijou is the pre-order bonus for Tales of the Heroes: Twin Brave. It is a series of five short animations produced by Sunrise.  
  
Episodes 1 and 2 were aired in BS-TBS's New Year Special. The other 3 episodes will be available in the pre-order bonus via a download code along with the first two.",Comedy
34458,Ousama to Nightingale,A stop-motion adaptation of Hans Christian Anderson's  The Nightingale .,"Fantasy, Kids"
30817,Netoraserare,"It's a seemingly happy marriage for Shu and Haruka. Two years into their bond of love, Haruka decides she wants conceive a child with her husband and raise a family. Unfortunately for the two of them, Shu is suddenly unable to perform in the bedroom. According to Shu's doctor, there's nothing physically wrong with him, leaving the problem being something potentially psychological. 
 
In fact, there is something hiding away inside of Shu's mind that's affecting his performance; a fetish that he's only hinted at to Haruka.",Hentai
28623,Koutetsujou no Kabaneri,"The world is in the midst of the industrial revolution when horrific creatures emerge from a mysterious virus, ripping through the flesh of humans to sate their never-ending appetite. The only way to kill these beings, known as ""Kabane,"" is by destroying their steel-coated hearts. However, if bitten by one of these monsters, the victim is doomed to a fate worse than death, as the fallen rise once more to join the ranks of their fellow undead. 
 
Only the most fortified of civilizations have survived this turmoil, as is the case with the island of Hinomoto, where mankind has created a massive wall to protect themselves from the endless hordes of Kabane. The only way into these giant fortresses is via heavily-armored trains, which are serviced and built by young men such as Ikoma. Having created a deadly weapon that he believes will easily pierce through the hearts of Kabane, Ikoma eagerly awaits the day when he will be able to fight using his new invention. Little does he know, however, that his chance will come much sooner than he expected... 
 
[Written by MAL Rewrite]","Action, Horror, Supernatural, Drama, Fantasy"
6891,Soukan Yuugi 2,"I'm Makoto. My father is always busy with his business. I don't remember my mother because she died when I was a kid. I now live with my older sister. One day, new mother and younger sister join us all of a sudden! Of course, I'm happy. I masturbate hard every day like never before, but a mishap happens to me. I get involved in a traffic accident and am sent to hospital.... There, however, works my old friend as a nurse. Also, my friend is hospitalized there. Oh, I'll become friends with them using the game given from a strange salesperson....  
 
(Source: ErogeShop)",Hentai
